calasanzPFE,pg_catalog,int2int4_sum_3572,ROUTINE,1,bigint,,,,,,,,,,,,,,,,calasanzPFE,pg_catalog,int8,,,,,a1
calasanzPFE,pg_catalog,float8_regr_accum_2806,ROUTINE,1,double precision,,,,,,,,,,,,,,,,calasanzPFE,pg_catalog,float8,,,,,a1
calasanzPFE,pg_catalog,float8_regr_combine_3342,ROUTINE,1,double precision,,,,,,,,,,,,,,,,calasanzPFE,pg_catalog,float8,,,,,a1
calasanzPFE,pg_catalog,float8_regr_combine_3342,ROUTINE,2,double precision,,,,,,,,,,,,,,,,calasanzPFE,pg_catalog,float8,,,,,a2
calasanzPFE,pg_catalog,float8_regr_sxx_2807,ROUTINE,1,double precision,,,,,,,,,,,,,,,,calasanzPFE,pg_catalog,float8,,,,,a1
calasanzPFE,pg_catalog,float8_regr_syy_2808,ROUTINE,1,double precision,,,,,,,,,,,,,,,,calasanzPFE,pg_catalog,float8,,,,,a1
calasanzPFE,pg_catalog,float8_regr_sxy_2809,ROUTINE,1,double precision,,,,,,,,,,,,,,,,calasanzPFE,pg_catalog,float8,,,,,a1
calasanzPFE,pg_catalog,float8_regr_avgx_2810,ROUTINE,1,double precision,,,,,,,,,,,,,,,,calasanzPFE,pg_catalog,float8,,,,,a1
calasanzPFE,pg_catalog,float8_regr_avgy_2811,ROUTINE,1,double precision,,,,,,,,,,,,,,,,calasanzPFE,pg_catalog,float8,,,,,a1
calasanzPFE,pg_catalog,float8_regr_r2_2812,ROUTINE,1,double precision,,,,,,,,,,,,,,,,calasanzPFE,pg_catalog,float8,,,,,a1
calasanzPFE,pg_catalog,float8_regr_slope_2813,ROUTINE,1,double precision,,,,,,,,,,,,,,,,calasanzPFE,pg_catalog,float8,,,,,a1
calasanzPFE,pg_catalog,float8_regr_intercept_2814,ROUTINE,1,double precision,,,,,,,,,,,,,,,,calasanzPFE,pg_catalog,float8,,,,,a1
calasanzPFE,pg_catalog,float8_covar_pop_2815,ROUTINE,1,double precision,,,,,,,,,,,,,,,,calasanzPFE,pg_catalog,float8,,,,,a1
calasanzPFE,pg_catalog,float8_covar_samp_2816,ROUTINE,1,double precision,,,,,,,,,,,,,,,,calasanzPFE,pg_catalog,float8,,,,,a1
calasanzPFE,pg_catalog,float8_corr_2817,ROUTINE,1,double precision,,,,,,,,,,,,,,,,calasanzPFE,pg_catalog,float8,,,,,a1
calasanzPFE,pg_catalog,pg_mcv_list_items_3427,ROUTINE,3,text,,,,,,,,,,,,,,,,calasanzPFE,pg_catalog,text,,,,,a3
calasanzPFE,pg_catalog,pg_mcv_list_items_3427,ROUTINE,4,boolean,,,,,,,,,,,,,,,,calasanzPFE,pg_catalog,bool,,,,,a4
calasanzPFE,pg_catalog,pg_show_all_settings_2084,ROUTINE,12,text,,,,,,,,,,,,,,,,calasanzPFE,pg_catalog,text,,,,,a12
